index,ET_PenmanMonteith_Daily,ET_Abtew_Daily,ET_BlaneyCriddle_Daily,ET_BrutsaertStrickler_Daily,ET_ChapmanAustralia_Daily,ET_GrangerGrey_Daily,ET_SzilagyiJozsa_Daily,ET_Turc_Daily,ET_Hamon_Daily,ET_HargreavesSamani_Daily,ET_JensenHaise_Daily,ET_Linacre_Daily,ET_Makkink_Daily,ET_MattShuttleworth_Daily,ET_McGuinnessBordne_Daily,ET_Penman_Daily,ET_Penpan_Daily,ET_PriestleyTaylor_Daily,ET_Romanenko_Daily,ET_CRWE_Mon,ET_CRAE_Mon
2002-01-04,5.1068370000000005,5.598127,3.49244,4.306405000000002,4.339898000000002,3.633839,4.962177,4.77149,1.66288,4.1887370000000015,5.544299,3.838792,4.177922,3.5508660000000005,5.9829,7.166144999999998,7.831883,5.079055,7.244091,,
2002-01-05,6.75982,5.594671,5.246180000000002,2.688087,6.004748,2.9922880000000003,2.484323,5.29511,2.452962,10.97641,6.845403,6.879045,4.547624,3.640183,7.258666000000002,9.046229,10.83631,5.121696,13.01784,,
2002-01-06,6.687331,5.590936,5.19349,3.326174,5.940557,3.230673,3.431878,5.24399,2.180809,4.8701349999999985,6.706435000000001,5.321466,4.508508,3.630611,7.117841,8.855573,10.72047,5.341263,10.60139,,
2002-01-07,5.926304,5.586918,3.656545,3.038958,5.7306230000000005,3.265798,3.538003,4.737583,1.600531,4.427276,5.479476999999998,3.649951,4.152904,2.921244,5.908489,8.57695,10.34162,5.082097,6.592254,,
2002-01-08,5.362288,5.582616000000002,3.372693,3.941509,4.741084,3.513749,4.536588,4.727894999999998,1.607297,4.329418,5.461837999999998,3.736858,4.145501,3.2881720000000003,5.8871970000000005,7.542364999999998,8.555873,5.06582,6.658567999999999,,
2002-01-09,6.292719,5.578026,4.611869,2.973739,5.474613,3.092016,3.005209,5.038928,2.152051,10.54993,6.181419,5.432568,4.356368,3.533378,6.588779,8.515403,9.879617,5.032881,10.87611,,
2002-01-10,8.778978,5.5731480000000015,6.554047,1.276351,8.043834,2.908433,0.7899767,5.7096800000000005,3.352352,16.38566,8.225752,10.86701,4.873716,3.691354,8.587655999999999,10.92343,14.51609,5.252838,17.26053,,
2002-01-11,7.059259,5.567978,4.7706089999999985,2.731185,6.448621,3.127057,2.91873,5.129835,2.056743,4.641383,6.42459,5.157043,4.4198830000000005,3.346965,6.816999000000001,9.344146,11.63733,5.268543,9.676423,,
2002-01-12,5.927035,5.562513,3.951779,2.957666,5.25135,3.159589,3.326971,4.661122,1.623468,4.138567,5.3351989999999985,4.326039,4.097171,3.097643,5.745272,8.146221,9.476711,4.859677,7.980331,,
2002-01-13,6.277835,5.556751,4.064635,3.088501,5.623308,3.1879310000000003,3.38365,4.905119,1.81986,4.316192,5.877333,4.531415,4.2580800000000005,3.264097,6.270563,8.504027,10.14795,5.075381,8.599875,,
2002-01-14,5.9588199999999985,5.55069,4.142991,3.659555,5.222934,3.3455699999999995,3.990102,4.972735,1.930109,4.758212,6.044381,4.1975989999999985,4.303803,3.495171,6.428273,8.097572999999999,9.42543,5.174032,8.578795,,
2002-01-15,6.8403589999999985,5.544326,4.773086,3.362236,6.116561,3.2388220000000003,3.483792,5.288044,2.324786,5.287941,6.890424,5.384889,4.533789,3.670604,7.248489,8.994688,11.03809,5.420172,10.49107,,
2002-01-16,6.947253999999999,5.537656,5.070156,2.992767,6.210397,3.09139,2.955375,5.318417,2.368428,5.194664,6.988629,6.4434580000000015,4.555978,3.636023,7.337501,9.090486,11.20743,5.281522,11.91589,,
2002-01-17,6.2978,5.530679,4.5792150000000005,3.341154,5.532849,3.18281,3.4410769999999995,5.133073,2.197212,6.4401410000000014,6.4746169999999985,5.580778,4.415176,3.610723,6.829364,8.455548,9.98471,5.177671,10.53772,,
2002-01-18,6.955078,5.523391,5.5788150000000005,2.637909,6.2794870000000005,2.937084,2.372587,5.409857,2.594392,6.498480000000002,7.289283,7.739438000000002,4.625006,3.650605,7.615827,9.166104,11.33211,5.140845,14.02555,,
2002-01-19,7.957549,5.51579,6.467674,2.097402,7.367966,2.942203,1.630539,5.721907,3.401867,11.3949,8.393016000000001,9.446017,4.877733,3.826225,8.681826,10.18626,13.29641,5.324386,17.23173,,
2002-01-20,6.366107,5.507871,5.023792,4.537103,5.761803,3.5195220000000003,4.573809,5.615169,2.817207,5.51893,8.010246,6.612365,4.788366000000001,4.2192669999999985,8.300646,8.554694,10.39789,5.788546,12.1944,,
2002-01-21,5.073189,5.499634,3.74692,4.938424,4.413988,3.863802,5.647512,4.962692,1.858058,4.6225,6.0681059999999984,3.247284,4.285903,3.697169,6.405759,7.1070720000000005,7.965586999999998,5.351163,6.074155,,
2002-01-22,5.267999,5.491075,3.580779,4.440304,4.636188,3.641777,5.032305,4.895974,1.812969,4.462902,5.913465,3.679227,4.237182,3.517094,6.248408,7.3522539999999985,8.366575,5.219712,6.566306,,
2002-01-23,5.3896180000000005,5.48219,4.1346050000000005,3.856571,4.662922,3.334425,4.163453,4.9213239999999985,1.966431,5.220779,5.982967,4.499551,4.25301,3.590388,6.3083730000000005,7.5070000000000014,8.414821,5.011963,9.165059,,
2002-01-24,7.021014,5.472978,5.561003,2.614429,6.325735,2.930852,2.423031,5.351597,2.538268,5.648265,7.183284,7.032,4.5718239999999986,3.591367,7.462598,9.158834,11.41557,5.126489,13.373129999999998,,
2002-01-25,7.082789999999998,5.463436,5.839486,2.859701,6.479769,2.997589,2.574953,5.5402239999999985,2.998911,7.9906190000000015,7.827423,8.026496,4.721706,3.82838,8.076303,9.313599,11.69354,5.31376,14.83513,,
2002-01-26,7.1937880000000005,5.453561,5.808891,2.928745,6.554446,3.027511,2.717637,5.519814,2.869042,5.625808,7.773947,7.083247,4.703858,3.799845,8.014622,9.33231,11.82831,5.3528449999999985,14.18324,,
2002-01-27,5.119977,5.443351,3.499448,5.03909,4.5182660000000014,3.885087,5.7094260000000014,5.013507,1.967433,4.653868,6.25462,3.156006,4.310992,3.709214,6.538732,7.167997,8.153771,5.425464,5.784701,,
2002-01-28,5.665882,5.432803,3.618719,3.381932,5.228205,3.23768,3.836215,4.7414510000000005,1.710249,4.310906,5.602578,3.644445,4.117914,3.078941,5.90176,7.941202,9.434943,4.967912,6.852686,,
2002-01-29,5.775995,5.421914,4.209474,3.884818,5.0972040000000005,3.3402199999999995,4.208927,5.01017,2.053873,4.395489,6.269088,4.29624,4.304405,3.546128,6.53509,7.845286,9.198535,5.168972,8.490962,,
2002-01-30,5.465822,5.4106830000000015,4.049275,4.2339970000000005,4.761364,3.463935,4.598364,5.015343,2.133025,5.136701,6.295121,4.3772400000000005,4.306033,3.699117,6.551042,7.525668,8.592471000000002,5.200195,8.421883,,
2002-01-31,6.047333999999998,5.399106,4.564209,3.140141,5.327935,3.04942,3.276614,4.960848,2.076924,5.019432,6.164845,5.031039,4.264111,3.402424,6.4166940000000015,8.126965,9.614919,4.935282,9.939609,281.5681,269.326
2002-02-01,5.638445,5.258893,3.953344,3.694347,4.936849,3.197616,3.922906,4.909031,2.016858,5.461565,6.181727,4.482207,4.199247,3.539578,6.568172,7.6749839999999985,8.909156,5.0113629999999985,9.230062,,
2002-02-02,5.179105,5.246813,3.050547,3.323699,4.730819,3.153724,3.827255,4.452506,1.472323,4.109791,5.108075,3.423204,3.881179,2.909008,5.505452,7.341088,8.537348,4.683839,6.195591,,
2002-02-03,5.679291,5.234389,3.606206,2.386222,5.113155,2.8300490000000003,2.698488,4.375758,1.433036,3.953666000000001,4.957571,4.303204,3.82886,2.762757,5.34966,7.807044,9.227321,4.438459,7.798665,,
2002-02-04,6.025493,5.22162,3.762897,2.113917,5.536215,2.785963,2.4119580000000003,4.438764,1.516374,3.852430000000001,5.0961,4.281162,3.865824,2.729812,5.4768870000000005,8.251930999999999,9.990785,4.5020690000000005,7.867068,,
2002-02-05,4.949077,5.2085040000000005,3.023925,3.700939,4.312979,3.250899,4.219883,4.46965,1.56831,3.968506,5.170943,3.243398,3.882605,3.135174,5.541388,6.913132000000001,7.7833039999999984,4.681183,6.421804,,
2002-02-06,4.590084,5.1950400000000005,3.267472,4.500116,3.905483,3.54175,5.087733,4.672575,1.797318,4.724625,5.644611,3.2566610000000003,4.016751,3.598453,5.9946730000000015,6.513514,7.0479270000000005,4.891769999999998,6.9132669999999985,,
2002-02-07,4.769845,5.1812260000000006,3.217515,4.377696,4.324231,3.528109,5.002554,4.62993,1.661212,4.272362,5.5548730000000015,2.857752,3.98407,3.220973,5.8976,6.817773,7.803610000000001,4.959066,5.051003,,
2002-02-08,4.297053,5.1670620000000005,2.494038,4.0924,3.945887,3.432667,4.8254730000000015,4.293007,1.39972,3.945481,4.8317,2.365717,3.758655,2.888987,5.184337,6.383333,7.120841,4.633694,4.183021,,
2002-02-09,4.2556,5.152547,2.626992,4.5403449999999985,3.874879,3.613119,5.303832,4.431156,1.519234,3.987338,5.127775,2.457443,3.843371,3.078523,5.463198,6.289606,6.9927,4.806768,3.857672,,
2002-02-10,4.653592,5.1376800000000005,3.035927,3.523169,4.224193,3.174232,4.113057,4.27671,1.402168,3.920508,4.816575,2.978766,3.740469,2.824438,5.151961,6.707878,7.623079,4.503006,5.319383,,
2002-02-11,5.6507239999999985,5.122461,3.687621,2.513669,5.140953,2.828528,2.858792,4.407336,1.580359,3.944237,5.097834,3.754594,3.820228,2.784008,5.415404,7.759898,9.277486,4.4799430000000005,7.266871000000001,,
2002-02-12,5.560323,5.106889,4.3625,3.008244,4.899432,2.862606,3.0977330000000003,4.750466,2.019772,6.146489,5.929392,5.02033,4.054134,3.290489,6.210195,7.574286999999999,8.841631,4.637989,10.05713,,
2002-02-13,6.144762999999998,5.090964,5.127515,2.53781,5.601797,2.711892,2.333014,5.048758,2.609285,11.28147,6.8165070000000005,6.595116,4.277792,3.448853,7.056087,8.328275,10.10914,4.741389,13.30975,,
2002-02-14,6.9395820000000015,5.074687,6.088451999999998,1.900669,6.521833,2.632474,1.483674,5.311091,3.142943,9.133639,7.770614,8.687324,4.488576,3.474241,7.963824000000002,9.106922,11.76946,4.764377,16.838060000000002,,
2002-02-15,7.986884,5.058057,5.734612,1.318957,7.35964,2.681811,1.308169,5.0636800000000015,2.515044,5.569921,6.9183520000000005,5.8766120000000015,4.284952,3.170457,7.129364999999999,9.897865,13.28138,4.833608,12.66028,,
2002-02-16,4.999656,5.041076,3.541516000000001,3.2478830000000003,4.452312999999998,2.987942,3.666958,4.392864,1.585665,3.74966,5.125902,3.245009,3.790585,2.927077,5.393519,6.9398,8.034749,4.472521,6.604707,,
2002-02-17,4.683567,5.0237440000000015,3.302232,3.757832,4.088285,3.167448,4.249346,4.427453,1.642243,3.779599,5.216965,3.118835,3.809601,3.109019,5.470761,6.542357,7.377816,4.5444510000000005,6.257028,,
2002-02-18,6.117726,5.006062,4.687416000000002,2.939228,5.494252,2.825138,2.984775,4.9215620000000015,2.359922,5.5879400000000015,6.546389,5.389773,4.1655050000000005,3.379021,6.734261999999998,8.062905,9.915059,4.81585,10.79578,,
2002-02-19,9.666755,4.988032,6.702706,0.53856,9.110455,2.886647,-2.477662,5.365957,3.341674,5.159947,8.201475,8.677058,4.525904,3.378215,8.30508,11.32495,16.440939999999998,5.0779239999999985,16.29598,,
2002-02-20,5.203659,4.969655,3.669595,3.59987,4.802692,3.088532,4.019519,4.610147,1.842585,4.040004,5.710324,3.83494,3.925394,3.055214,5.910439,7.210118,8.667052,4.756857,6.223197,,
2002-02-21,5.162931,4.950932,3.266542,2.645476,4.818668,2.762802,3.033768,4.293541,1.523177,3.863155,4.974735,3.497824,3.70272,2.630503,5.197526,7.241449,8.695883,4.312239,6.412692,,
2002-02-22,4.615222,4.931867,3.14487,3.710056,4.075293,3.100125,4.183199,4.404536,1.6575080000000002,3.825098,5.240109,3.365754,3.772698,3.03886,5.439712,6.446758,7.3543699999999985,4.477542,6.081123000000002,,
2002-02-23,4.391004,4.912461,3.144488,4.23418,3.796162,3.3303190000000003,4.782812,4.448232,1.792802,4.125676,5.361195,2.901292,3.798551,3.263239,5.543830000000002,6.1643050000000015,6.850645,4.60916,5.539461,,
2002-02-24,5.491507,4.892717,4.3867720000000014,3.012336,4.895579,2.770202,3.123499,4.700364,2.190458,5.67276,6.045328,4.500489,3.977556,3.229544,6.181632,7.398906,8.834678,4.562608999999999,9.695026,,
2002-02-25,5.804448000000002,4.872637,4.791624,2.788695,5.240778,2.68658,2.798448,4.812428,2.362241,5.052812,6.407049,5.255934,4.060104,3.258635,6.511756,7.715769,9.457633,4.590721,10.98823,,
2002-02-26,5.369775,4.852225,4.237857,3.1177650000000003,4.812479,2.772155,3.249702,4.689038,2.121512,4.051288,6.065281,4.6785489999999985,3.96202,3.194817,6.175484,7.2294990000000015,8.684713,4.534777,9.441931,,
2002-02-27,5.034518,4.831484,3.64555,2.792638,4.595486,2.7242610000000003,3.141503,4.30227,1.642251,3.6666,5.086995,3.557418,3.679821,2.715933,5.239502,6.941503999999999,8.293124,4.252461,6.634016,,
2002-02-28,4.5084300000000015,4.810418,3.134441,3.084663,4.0602870000000015,2.818526,3.527504,4.138593,1.510216,3.518464,4.741037,3.08572,3.5661080000000003,2.67321,4.902415,6.35135,7.3272910000000016,4.136148,5.6997,211.2617,198.7017
2002-03-01,3.830129,4.339324,1.868611,3.20578,3.397135,2.751789,3.703343,3.711977,1.059061,3.448831,4.161996,2.55661,3.169821,2.502181,4.752847,5.4742510000000015,6.1305510000000005,3.828833,4.457966000000001,,
2002-03-02,3.723693,4.319191,1.837794,3.306258,3.339738,2.791728,3.823699,3.696354,1.0646950000000002,3.378502,4.142686,2.274096,3.154558,2.47673,4.722825,5.383826,6.026971,3.837074,4.009833,,
2002-03-03,3.963291,4.2987769999999985,2.088269,3.301217,3.519524,2.757811,3.751367,3.835844,1.16286,3.576042,4.453780999999998,2.799002,3.2394580000000004,2.6083830000000003,5.034573,5.587399,6.351416,3.923279,4.7942730000000005,,
2002-03-04,4.3811,4.278085,2.555319,3.09792,3.831795,2.631536,3.384725,4.009156,1.390374,4.211884,4.884833,3.35066,3.353835,2.818419,5.469024,6.006114,6.914948,4.013818,6.770343,,
2002-03-05,5.009936,4.257121,3.4026080000000003,2.270295,4.50145,2.317898,2.256406,4.2043940000000015,1.705711,6.812092,5.444203,5.047,3.493171,2.871997,6.034149,6.803761,8.123424,3.969269,10.59353,,
2002-03-06,4.836098000000002,4.23589,3.134903,2.404722,4.304397,2.338319,2.491346,4.096378,1.483811,3.79474,5.162491,4.131933999999998,3.408574,2.745591,5.731673000000002,6.494626,7.767817,3.892319,9.16809,,
2002-03-07,3.935975,4.214397,2.284309,3.087461,3.432006,2.6061970000000003,3.455931,3.803501,1.199722,3.446297,4.447405000000002,3.170246,3.197482,2.622968,4.984946,5.487685,6.19348,3.778823000000001,5.71163,,
2002-03-08,4.570654,4.192648,2.495828,1.953556,4.09459,2.228264,2.216011,3.685401,1.126199,3.311596,4.2027269999999985,3.676059,3.114183,2.277428,4.7231190000000005,6.209585,7.389195,3.5504300000000004,6.619897,,
2002-03-09,4.8125230000000006,4.170648,2.895114,1.868256,4.2393410000000005,2.168791,1.979085,3.861383,1.347368,4.273197,4.6218,3.990742,3.226946,2.480812,5.141565,6.42765,7.650415,3.608525,8.540724,,
2002-03-10,5.913132,4.148404,3.752413,0.9544702,5.316951,2.046953,0.8727465,4.1273040000000005,1.756185,7.5560550000000015,5.365003,5.855839,3.41617,2.561429,5.889625,7.567359,9.595097,3.669258,12.00173,,
2002-03-11,4.137986,4.125921,2.430988,2.616216,3.743655,2.400044,2.952287,3.731268,1.17836,3.539035,4.354037,3.20403,3.127835,2.377138,4.8456839999999985,5.733529,6.7558880000000014,3.657788,5.504292,,
2002-03-12,3.690131,4.103206,2.024859,2.53982,3.208956,2.360562,2.908668,3.463909,1.043161,3.083483,3.807302,2.625164,2.950777,2.283305,4.2780580000000015,5.1889699999999985,5.790959,3.388013,5.206796,,
2002-03-13,4.21522,4.080266,2.344056,2.403059,3.747827,2.294621,2.680039,3.706857,1.225932,3.295169,4.335283,3.196419,3.100534,2.385181,4.804628,5.75891,6.763418,3.569434,6.193245,,
2002-03-14,4.387055,4.057109,2.818903,2.080813,3.877378,2.159202,2.254864,3.737964,1.282579,3.405821,4.42771,3.53873,3.116257,2.3919330000000003,4.887352,5.928001,6.997209,3.489953,7.4844979999999985,,
2002-03-15,4.035348,4.03374,2.446039,2.501423,3.548314,2.280943,2.727722,3.722633,1.297167,3.513713,4.411903,3.417149,3.1004080000000003,2.476077,4.860092,5.558975,6.403372,3.531426,6.790906,,
2002-03-16,4.496686,4.010168,3.183812,1.805106,4.030094,2.035057,1.8201080000000005,3.84884,1.495616,4.77191,4.752435,4.7191410000000005,3.184174,2.471861,5.192998,6.138015,7.272803,3.452707,9.54879,,
2002-03-17,5.24443,3.9864,3.801071,0.8142404999999999,4.862501,1.872196,0.6102880999999999,4.044352,1.884124,8.630605000000001,5.347142,6.604464,3.325981,2.444078,5.781003,7.036352000000001,8.774986,3.370232,13.29476,,
2002-03-18,5.031258,3.962444,3.683671,1.42478,4.5755089999999985,1.950714,1.382631,3.963383,1.594414,3.630437,5.134032,5.426144,3.260073,2.430241,5.553304,6.581472,8.257072,3.456399,10.89,,
2002-03-19,3.838992,3.938308,2.450823,2.605976,3.410189,2.267403,2.859717,3.678676,1.270593,3.422031,4.392729,3.273217,3.04858,2.409452,4.795507,5.29692,6.154108,3.4630980000000005,6.2011379999999985,,
2002-03-20,3.523639,3.914001,2.102061,2.657412,3.1111,2.304905,2.996947,3.490283,1.1513870000000002,3.034422,3.979862,2.57201,2.9162630000000003,2.275911,4.369954,4.945458,5.614365,3.335456,4.913057,,
2002-03-21,3.575283,3.889531,2.186058,2.523258,3.145421,2.236522,2.8265860000000003,3.483607,1.180157,3.08377,3.983029,2.645011,2.905691,2.270204,4.362495,4.99409,5.6763010000000005,3.293803,5.306233,,
2002-03-22,3.610895,3.864906,2.3965560000000004,2.573956,3.1815580000000003,2.231111,2.8387290000000003,3.55859,1.26764,3.208739,4.1714970000000005,2.929752,2.94951,2.353495,4.540176,5.0380910000000005,5.741514,3.337886,5.819329,,
2002-03-23,5.899743,3.840135,3.919627,-0.1957284,5.342428,1.692662,-0.2593495,3.789788,1.574563,3.860274,4.790938,6.393374,3.108168,2.032778,5.146985,7.3327,9.641073,3.006105,12.15223,,
2002-03-24,5.365126,3.815228,3.76662,0.7110352,4.857689,1.806887,0.6995109,3.821705,1.7161849999999998,5.630888,4.915775,5.3016809999999985,3.1274990000000003,2.253927,5.2590059999999985,6.8563100000000015,8.766301,3.24103,11.05237,,
2002-03-25,3.041716,3.790194,1.846716,2.8791130000000003,2.850079,2.365888,3.295784,3.352568,1.090491,3.060258,3.771971,2.102306,2.79544,2.058476,4.10999,4.500083,5.143321,3.243107,3.050491,,
2002-03-26,2.952486,3.765041000000001,1.680665,2.470031,2.7505330000000003,2.1897,2.87666,3.133891,0.9691063,2.788421,3.357765,1.911459,2.654602,1.86882,3.688881,4.388762,4.963677,3.000371,3.136355,,
2002-03-27,3.261126,3.73978,2.024636,2.40451,3.01996,2.142033,2.758884,3.295379,1.086169,2.953675,3.685841,2.3477200000000003,2.745703,1.971425,4.004038,4.688206,5.449892,3.099056,3.843773,,
2002-03-28,3.291802,3.71442,2.001228,2.509684,3.11024,2.174697,2.865314,3.363271,1.151937,3.046142,3.848354,2.393184,2.782788,1.994893,4.15437,4.756352,5.612814,3.178338,3.671165,,
2002-03-29,3.56082,3.688972,2.164731,2.114807,3.286945,2.005575,2.413017,3.354721,1.171107,2.954845,3.84859,2.710923,2.770793,1.978853,4.144075,4.969454,5.931699,3.083391,4.665712,,
2002-03-30,3.471685,3.663444,2.284552,1.806376,3.12045,1.866494,2.0571490000000003,3.2224,1.083221,2.80326,3.584186,2.865948,2.679122,1.89351,3.873371,4.8127,5.631239,2.868592,5.247317,,
2002-03-31,3.094347,3.637847,2.09992,2.271881,2.721776,2.011868,2.533058,3.236135,1.169354,3.141023,3.629102,2.631068,2.68091,2.076381,3.90745,4.408404,4.911781,2.919361,5.067429,184.6482,172.2034
2002-04-01,4.639351,3.275413,2.396234,0.515472,4.182386,1.537122,0.5363736,3.307142,1.132444,3.217745,4.133634,5.016146,2.645747,1.904752,4.808394,5.91864,7.547633,2.752165,10.0441,,
2002-04-02,4.984491,3.251695,2.502143,0.1880511,4.507507,1.519389,0.2334168,3.307996,1.141737,3.12368,4.166233999999998,5.43742,2.641833,1.845342,4.832209,6.207775,8.134354,2.719503,10.31619,,
2002-04-03,3.354149,3.227948,1.533539,1.6587009999999998,2.990237,1.691912,1.857605,3.025787,0.8913110999999999,2.774293,3.468492,2.99919,2.439129,1.833428,4.069401,4.558749,5.396253,2.703698,5.503939,,
2002-04-04,3.393482,3.204181,1.400037,0.8835402,3.1005700000000003,1.480723,1.121161,2.712041,0.6902333,2.629201,2.849873,2.779198,2.238815,1.450495,3.394438,4.657652,5.5953620000000015,2.374289,4.944415,,
2002-04-05,3.5582260000000003,3.180406,1.529568,0.6550252,3.125787,1.401363,0.8043666,2.748777,0.7497482,2.548412,2.928114,3.224034,2.252937,1.514602,3.469604,4.754501,5.640869,2.311502,6.273036,,
2002-04-06,3.617218,3.15663,1.7264700000000002,1.029126,3.243015,1.490224,1.189518,2.946761,0.8660361999999999,2.724263,3.346331,3.350724,2.369288,1.66126,3.908537,4.802398,5.852422,2.507858,6.287719,,
2002-04-07,2.596089,3.132864,1.232664,1.868627,2.298167,1.679245,2.060507,2.835818,0.8033182,2.594438,3.1253330000000004,2.658176,2.292106,1.78515,3.662567,3.764154,4.147327,2.457771,5.09006,,
2002-04-08,3.521596,3.109118,1.844568,0.9806896,3.14336,1.442201,1.111176,2.921252,0.8875054,2.639945,3.32586,3.14556,2.340566,1.651806,3.867207,4.691472,5.672583,2.437571,6.612056,,
2002-04-09,3.363085,3.085402,1.950739,0.8587405,3.034413,1.389123,0.8954677,2.943868,1.001914,4.765636,3.3969089999999995,3.640834,2.3496740000000003,1.715202,3.933185,4.686649,5.4759730000000015,2.385149,7.986210000000002,,
2002-04-10,2.716534,3.061726,1.258972,2.074221,2.426871,1.751064,2.304641,2.898566,0.8932588,2.625785,3.3119629999999995,2.50445,2.313758,1.803342,3.833094,3.814993,4.379589,2.576503,4.143831,,
2002-04-11,2.860796,3.0380990000000003,1.741484,1.443033,2.623968,1.496888,1.516074,2.932285,1.023743,4.551624,3.410558,3.127313,2.330524,1.810328,3.928078,4.190971,4.735275,2.448321,6.970350999999999,,
2002-04-12,2.869276,3.0145310000000003,1.602693,1.885066,2.594998,1.636787,2.040281,2.980079,0.9929953,2.792273,3.5507690000000003,3.11741,2.357886,1.850138,4.06676,4.009489,4.682995,2.572275,5.522703,,
2002-04-13,2.16094,2.991032,0.9777251,2.355881,1.90131,1.844583,2.670082,2.716334,0.7855506999999999,2.567888,2.969463,1.881129,2.1785330000000003,1.734645,3.4423470000000003,3.139502,3.431149,2.413486,2.658554,,
2002-04-14,3.434359,2.967613,1.612777,0.6046792,3.191043,1.308406,0.8282528,2.701323,0.792791,2.5031,2.953346,3.014224,2.162706,1.359936,3.416495,4.596938,5.758632,2.212507,5.156587,,
2002-04-15,3.226819,2.944284,1.608946,0.5954361,2.880625,1.236298,0.6963235,2.700103,0.8186539,2.38538,2.965516,3.567085,2.1554830000000003,1.423663,3.420522,4.328342,5.198444,2.094457,6.580856,,
2002-04-16,2.58028,2.921053,1.301166,1.15815,2.290544,1.339041,1.300885,2.570976,0.7692625,2.417876,2.724444,2.670496,2.070485,1.459307,3.158392,3.661827,4.13357,2.075127,5.109401,,
2002-04-17,2.577164,2.8979310000000003,1.545947,0.8807509,2.3413630000000003,1.234125,0.9427751,2.5971,0.822398,3.0567990000000003,2.7864720000000003,2.912771,2.079198,1.4508379999999998,3.215192,3.783396,4.2252800000000015,1.999024,6.4009870000000015,,
2002-04-18,2.957636,2.874928,1.969097,0.5703526,2.729979,1.167367,0.5760613,2.753276,0.922298,2.495836,3.130631,4.076431,2.171268,1.456107,3.5671730000000004,4.1809400000000005,4.926585,2.020241,7.956289999999999,,
2002-04-19,4.452199,2.852054,2.623621,-0.7680805,4.107257,1.151625,-0.8618005,2.969487,1.155298,2.71843,3.709042,5.998766000000002,2.316352,1.373027,4.162645,5.555956,7.412053999999999,1.973421,11.68888,,
2002-04-20,3.648662,2.829318,2.25907,0.1894573,3.314481,1.1643059999999998,0.30888390000000004,2.756491,0.9286652,2.511131,3.176182,3.768554,2.162122,1.366929,3.5967620000000005,4.687546,5.98139,2.054342,7.273294,,
2002-04-21,2.692482,2.806731,1.779239,1.120199,2.45922,1.274442,1.221015,2.705582,0.9199749,2.3661220000000003,3.076609,3.117832,2.122743,1.502385,3.484114,3.775039,4.437966,2.104473,5.934232,,
2002-04-22,3.266069,2.784301,2.133852,0.2088846,3.002146,1.097002,0.2335187,2.743774,0.9811097,2.43704,3.185883,4.205437,2.142742,1.3719059999999998,3.588936,4.398747,5.417743,1.940877,8.363222,,
2002-04-23,3.124825,2.762038,2.3451,-0.2087616,2.97436,1.005743,-0.2682489,2.719351,1.034967,3.740868,3.14713,4.185772,2.120936,1.2903209999999998,3.539848,4.461623,5.3676,1.773075,9.86258,,
2002-04-24,2.109471,2.739952,1.580896,1.694475,1.972594,1.418072,1.824312,2.675637,0.9177398,2.459137,3.062687,2.908764,2.0863080000000003,1.583988,3.443663,3.172064,3.55979,2.114128,4.809499,,
2002-04-25,1.899935,2.718052,0.9872538,1.549444,1.720187,1.369198,1.762163,2.358128,0.6932801,2.150455,2.430566,1.656698,1.885127,1.308444,2.78188,2.789156,3.10429,1.874818,2.8591580000000003,,
2002-04-26,1.989085,2.696348,1.064515,1.085603,1.803613,1.1676879999999998,1.223929,2.300728,0.6738430999999999,2.081582,2.33986,2.523528,1.846167,1.225778,2.681043,2.935522,3.254843,1.7196919999999998,4.162194,,
2002-04-27,2.770518,2.674848,1.392816,0.1714187,2.478889,0.9757984,0.2957666,2.314896,0.7088808000000001,1.967111,2.372642,3.006553,1.847075,1.076694,2.707755,3.728347,4.473461,1.629656,5.463805000000002,,
2002-04-28,2.31806,2.653562,1.46246,0.2965047,2.117111,0.9356922,0.3414198,2.276888,0.7133873000000001,2.058714,2.315488,2.937914,1.819095,1.095805,2.641973,3.3757580000000003,3.820589,1.539298,6.073044,,
2002-04-29,2.0081330000000004,2.632499,1.328044,0.4391918,1.889222,0.9381642,0.4718908,2.219804,0.7102715999999999,2.426854,2.2274990000000003,2.758761,1.781073,1.1024,2.544834,3.132519,3.409335,1.504093,5.856753,,
2002-04-30,1.946212,2.611668,1.513555,0.3277579,1.925309,0.8969787,0.3132638,2.28949,0.7750376999999999,2.934968,2.354268,3.163381,1.812661,1.108536,2.6680040000000003,3.20658,3.4744580000000003,1.48429,6.723087,139.5862,107.4704
2002-05-01,2.92463,2.186226,0.7311108000000001,-0.3464554,2.597151,0.8467800999999999,-0.2830667,2.13252,0.4946670999999999,2.7605880000000003,2.275567,3.518651,1.591638,1.027733,3.011493,3.86818,4.68688,1.4727940000000002,7.469327000000002,,
2002-05-02,3.822939,2.168586,1.05036,-0.9473432,3.4338050000000004,0.9149389,-1.061462,2.301239,0.5908241,2.282887,2.679454,4.9062480000000015,1.696149,1.046894,3.4932730000000003,4.66865,6.196726,1.5307879999999998,9.559827,,
2002-05-03,3.620554,2.151174,1.108996,-0.7675265,3.258147,0.901178,-0.7941842,2.281888,0.5900986999999999,2.256931,2.647599,5.034973,1.678835,1.054378,3.4473540000000003,4.474344,5.879729,1.532436,9.146538,,
